Study	cluster	gene	hgnc_symbol	gene_biotype	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Responder_CPM	Non_responder_CPM	ensembl_core
Pozniak	malignant cell	ENSG00000178814	OPLAH	protein_coding	0.0016369159498450202	-2.1396264881375844	0.012	0.057	1	1	3	ENSG00000178814
Pozniak	malignant cell	ENSG00000162735	PEX19	protein_coding	0.0016383252866547656	-0.24949621621227358	0.267	0.395	1	28	30	ENSG00000162735
Pozniak	malignant cell	ENSG00000204842	ATXN2	protein_coding	0.001639599885699751	-0.16375546343264302	0.38	0.519	1	50	51	ENSG00000204842
Pozniak	malignant cell	ENSG00000173085	COQ2	protein_coding	0.0016434162797733698	-0.37506628213782367	0.109	0.193	1	10	13	ENSG00000173085
Pozniak	malignant cell	ENSG00000101940	WDR13	protein_coding	0.001644993202562213	-0.1699337026712171	0.345	0.481	1	35	42	ENSG00000101940
Pozniak	malignant cell	ENSG00000107643	MAPK8	protein_coding	0.0016451259046490066	-0.5990635211534423	0.105	0.185	1	8	12	ENSG00000107643
Pozniak	malignant cell	ENSG00000219200	RNASEK	protein_coding	0.0016465981327173547	0.9864498685585317	0.329	0.279	1	41	19	ENSG00000219200
Pozniak	malignant cell	ENSG00000130227	XPO7	protein_coding	0.0016509018087466788	-0.29629866763137835	0.24	0.351	1	23	27	ENSG00000130227
Pozniak	malignant cell	ENSG00000154309	DISP1	protein_coding	0.0016555165332161799	-0.9531543273658034	0.07	0.138	1	5	8	ENSG00000154309
Pozniak	malignant cell	ENSG00000118939	UCHL3	protein_coding	0.0016624031995683818	0.7798882862412491	0.388	0.347	1	51	26	ENSG00000118939
Pozniak	malignant cell	ENSG00000142156	COL6A1	protein_coding	0.001665569756154022	0.4342890542586007	0.516	0.497	1	103	72	ENSG00000142156
Pozniak	malignant cell	ENSG00000100350	FOXRED2	protein_coding	0.0016806938739333274	-0.15727354319260667	0.236	0.348	1	24	29	ENSG00000100350
Pozniak	malignant cell	ENSG00000152455	SUV39H2	protein_coding	0.0016845286265178725	-0.8352343828448694	0.039	0.098	1	3	6	ENSG00000152455
Pozniak	malignant cell	ENSG00000177352	CCDC71	protein_coding	0.0016885105257563229	-0.06244362995731123	0.116	0.208	1	9	13	ENSG00000177352
Pozniak	malignant cell	ENSG00000126266	FFAR1	protein_coding	0.001690123817423685	1.8434858841140338	0.027	0.008	1	2	0	ENSG00000126266
Pozniak	malignant cell	ENSG00000196715	VKORC1L1	protein_coding	0.0016923680082360432	0.621248374627918	0.419	0.374	1	54	32	ENSG00000196715
Pozniak	malignant cell	ENSG00000179348	GATA2	protein_coding	0.0016934207972895594	2.0463717617532513	0.047	0.018	1	4	1	ENSG00000179348
Pozniak	malignant cell	ENSG00000066923	STAG3	protein_coding	0.0016995603703990397	1.079744113945127	0.178	0.119	1	14	7	ENSG00000066923
Pozniak	malignant cell	ENSG00000078295	ADCY2	protein_coding	0.0017060212487138892	-3.113621390342418	0	0.037	1	0	4	ENSG00000078295
Pozniak	malignant cell	ENSG00000170549	IRX1	protein_coding	0.0017060212487138892	-2.2138446456095657	0	0.037	1	0	2	ENSG00000170549
Pozniak	malignant cell	ENSG00000165300	SLITRK5	protein_coding	0.0017060212487138892	-2.325365341704676	0	0.037	1	0	2	ENSG00000165300
Pozniak	malignant cell	ENSG00000248370	LINC02434	lncRNA	0.0017060212487138892	-2.5092546064633776	0	0.037	1	0	3	ENSG00000248370
Pozniak	malignant cell	ENSG00000074356	NCBP3	protein_coding	0.0017076899795480925	0.634932631070636	0.484	0.434	1	53	39	ENSG00000074356
Pozniak	malignant cell	ENSG00000138439	FAM117B	protein_coding	0.0017114704763315667	-0.9206441968782677	0.039	0.099	1	3	6	ENSG00000138439
Pozniak	malignant cell	ENSG00000242802	AP5Z1	protein_coding	0.0017121133245753821	1.0278874501925654	0.337	0.282	1	33	19	ENSG00000242802
Pozniak	malignant cell	ENSG00000101197	BIRC7	protein_coding	0.0017124292954088815	-0.11711803112444419	0.589	0.696	1	134	169	ENSG00000101197
Pozniak	malignant cell	ENSG00000169413	RNASE6	protein_coding	0.001713740340041404	2.6136372807551655	0.031	0.01	1	2	1	ENSG00000169413
Pozniak	malignant cell	ENSG00000115009	CCL20	protein_coding	0.0017232920570159915	5.797747195207101	0.023	0.006	1	34	0	ENSG00000115009
Pozniak	malignant cell	ENSG00000129515	SNX6	protein_coding	0.0017270480075813883	-0.23847606399279658	0.678	0.793	1	129	152	ENSG00000129515
Pozniak	malignant cell	ENSG00000110955	ATP5F1B	protein_coding	0.0017295558236427068	-0.1704219741877837	0.853	0.899	1	276	336	ENSG00000110955
Pozniak	malignant cell	ENSG00000126790	L3HYPDH	protein_coding	0.0017304699962131002	0.050325237032808	0.116	0.206	1	11	13	ENSG00000126790
Pozniak	malignant cell	ENSG00000108854	SMURF2	protein_coding	0.0017317319523306198	0.7842941587548922	0.31	0.238	1	34	16	ENSG00000108854
Pozniak	malignant cell	ENSG00000189164	ZNF527	protein_coding	0.0017323996839959778	-1.9961680518730498	0.012	0.057	1	1	3	ENSG00000189164
Pozniak	malignant cell	ENSG00000105520	PLPPR2	protein_coding	0.0017352213434171238	0.8455220244931805	0.349	0.277	1	33	20	ENSG00000105520
Pozniak	malignant cell	ENSG00000247626	MARS2	protein_coding	0.001737870064560679	-0.2253407193040884	0.054	0.122	1	4	7	ENSG00000247626
Pozniak	malignant cell	ENSG00000168826	ZBTB49	protein_coding	0.001745508271983062	-1.4833907817393825	0.016	0.064	1	1	4	ENSG00000168826
Pozniak	malignant cell	ENSG00000108176	DNAJC12	protein_coding	0.0017460889190748362	-1.4079666620339992	0.023	0.076	1	2	5	ENSG00000108176
Pozniak	malignant cell	ENSG00000060491	OGFR	protein_coding	0.0017505408780368497	0.6738039418111423	0.508	0.478	1	60	40	ENSG00000060491
Pozniak	malignant cell	ENSG00000176058	TPRN	protein_coding	0.0017561918560226038	-0.3454760597741733	0.085	0.162	1	7	11	ENSG00000176058
Pozniak	malignant cell	ENSG00000215252	GOLGA8B	protein_coding	0.001758453922178416	-0.18416335499217684	0.093	0.173	1	8	11	ENSG00000215252
Pozniak	malignant cell	ENSG00000066427	ATXN3	protein_coding	0.0017611021280050728	-0.3095485524623496	0.275	0.393	1	27	32	ENSG00000066427
Pozniak	malignant cell	ENSG00000131981	LGALS3	protein_coding	0.0017625007924295685	0.0590812110391834	0.938	0.869	1	784	735	ENSG00000131981
Pozniak	malignant cell	ENSG00000130758	MAP3K10	protein_coding	0.001763902303404554	1.3903218055568174	0.132	0.08	1	11	5	ENSG00000130758
Pozniak	malignant cell	ENSG00000173548	SNX33	protein_coding	0.0017695183923386005	-0.19281137490834244	0.089	0.168	1	7	10	ENSG00000173548
Pozniak	malignant cell	ENSG00000177853	ZNF518A	protein_coding	0.0017734679101451469	-0.45898462523074013	0.198	0.296	1	21	23	ENSG00000177853
Pozniak	malignant cell	ENSG00000170962	PDGFD	protein_coding	0.001778836896415053	-1.132992896367607	0.05	0.114	1	5	7	ENSG00000170962
Pozniak	malignant cell	ENSG00000161082	CELF5	protein_coding	0.0017791010766302236	-2.2324467647285458	0	0.037	1	0	2	ENSG00000161082
Pozniak	malignant cell	ENSG00000122756	CNTFR	protein_coding	0.0017791010867604564	-2.4796520722419	0	0.037	1	0	2	ENSG00000122756
Pozniak	malignant cell	ENSG00000141639	MAPK4	protein_coding	0.0017791010867604564	-2.4045956107912616	0	0.037	1	0	2	ENSG00000141639
Pozniak	malignant cell	ENSG00000187173	LCE2A	protein_coding	0.0017791010867604564	-2.3409219584255005	0	0.037	1	0	2	ENSG00000187173
Pozniak	malignant cell	ENSG00000108599	AKAP10	protein_coding	0.0017791473015104887	0.6848030219632917	0.302	0.233	1	31	15	ENSG00000108599
Pozniak	malignant cell	ENSG00000130244	FAM98C	protein_coding	0.0017804384378461522	0.7968083743991929	0.275	0.205	1	26	13	ENSG00000130244
Pozniak	malignant cell	ENSG00000179454	KLHL28	protein_coding	0.0017860097597960298	-0.21983991280300996	0.24	0.347	1	21	25	ENSG00000179454
Pozniak	malignant cell	ENSG00000122335	SERAC1	protein_coding	0.0017861226205835735	-0.7092888036897533	0.05	0.115	1	4	7	ENSG00000122335
Pozniak	malignant cell	ENSG00000108424	KPNB1	protein_coding	0.00178693629747597	-0.19410181992604714	0.74	0.858	1	211	248	ENSG00000108424
Pozniak	malignant cell	ENSG00000143845	ETNK2	protein_coding	0.0017888543603153417	-0.341808249063545	0.248	0.353	1	24	27	ENSG00000143845
Pozniak	malignant cell	ENSG00000164754	RAD21	protein_coding	0.001791867530764901	-0.4562882627192727	0.736	0.831	1	190	255	ENSG00000164754
Pozniak	malignant cell	ENSG00000100479	POLE2	protein_coding	0.0017981873207895734	-1.7711061694867354	0.016	0.063	1	1	4	ENSG00000100479
Pozniak	malignant cell	ENSG00000078403	MLLT10	protein_coding	0.001798569892532939	0.0043615874004543365	0.225	0.334	1	18	26	ENSG00000078403
Pozniak	malignant cell	ENSG00000075856	SART3	protein_coding	0.0018005994761496925	-0.3011153045771371	0.26	0.377	1	26	29	ENSG00000075856
Pozniak	malignant cell	ENSG00000123240	OPTN	protein_coding	0.0018007170828074697	-0.2978565653776575	0.233	0.343	1	24	31	ENSG00000123240
Pozniak	malignant cell	ENSG00000166902	MRPL16	protein_coding	0.0018110512525420586	-0.03347937338636786	0.376	0.512	1	39	48	ENSG00000166902
Pozniak	malignant cell	ENSG00000138801	PAPSS1	protein_coding	0.0018123815731340674	-0.2076076042343532	0.473	0.599	1	58	73	ENSG00000138801
Pozniak	malignant cell	ENSG00000285517	LINC00941	lncRNA	0.0018155786434688728	1.9519039440118826	0.047	0.018	1	3	1	ENSG00000285517
Pozniak	malignant cell	ENSG00000160209	PDXK	protein_coding	0.0018165520818048083	0.5370208244077967	0.535	0.52	1	81	49	ENSG00000160209
Pozniak	malignant cell	ENSG00000182541	LIMK2	protein_coding	0.0018196547169045394	-0.26792106682117245	0.136	0.224	1	15	15	ENSG00000182541
Pozniak	malignant cell	ENSG00000114054	PCCB	protein_coding	0.0018221547193588276	-0.0649930251652644	0.244	0.359	1	23	29	ENSG00000114054
Pozniak	malignant cell	ENSG00000196591	HDAC2	protein_coding	0.001829316988759136	-0.19122288735877102	0.55	0.684	1	82	100	ENSG00000196591
Pozniak	malignant cell	ENSG00000048140	TSPAN17	protein_coding	0.0018349481310390426	0.7601266903468153	0.205	0.143	1	20	9	ENSG00000048140
Pozniak	malignant cell	ENSG00000115808	STRN	protein_coding	0.0018368203170271843	-0.16355300511138893	0.174	0.282	1	18	20	ENSG00000115808
Pozniak	malignant cell	ENSG00000066654	THUMPD1	protein_coding	0.001840235194980602	-0.08534350791606982	0.395	0.546	1	52	53	ENSG00000066654
Pozniak	malignant cell	ENSG00000198331	HYLS1	protein_coding	0.0018433597618314752	-0.8515023054845412	0.05	0.114	1	4	8	ENSG00000198331
Pozniak	malignant cell	ENSG00000231770	TMEM44-AS1	lncRNA	0.0018453888350573639	-0.344140343774598	0.089	0.166	1	7	10	ENSG00000231770
Pozniak	malignant cell	ENSG00000117533	VAMP4	protein_coding	0.0018482333374591619	-0.2429323828355936	0.264	0.385	1	24	30	ENSG00000117533
Pozniak	malignant cell	ENSG00000130475	FCHO1	protein_coding	0.0018485485251492136	-1.8334294115172192	0.008	0.051	1	1	3	ENSG00000130475
Pozniak	malignant cell	ENSG00000186130	ZBTB6	protein_coding	0.0018498112724101919	-1.0433945990223932	0.058	0.124	1	5	7	ENSG00000186130
Pozniak	malignant cell	ENSG00000181458	TMEM45A	protein_coding	0.001852981940779422	-0.14070755081639352	0.225	0.334	1	24	27	ENSG00000181458
Pozniak	malignant cell	ENSG00000165458	INPPL1	protein_coding	0.0018626346938435186	0.9414358993260437	0.322	0.261	1	31	17	ENSG00000165458
Pozniak	malignant cell	ENSG00000125450	NUP85	protein_coding	0.001865071137033047	0.8284764162650549	0.298	0.234	1	31	16	ENSG00000125450
Pozniak	malignant cell	ENSG00000077348	EXOSC5	protein_coding	0.001868983915873733	-0.1319026209108909	0.376	0.522	1	40	48	ENSG00000077348
Pozniak	malignant cell	ENSG00000124257	NEURL2	protein_coding	0.001873884963401703	-0.4873002518367455	0.043	0.105	1	3	6	ENSG00000124257
Pozniak	malignant cell	ENSG00000105738	SIPA1L3	protein_coding	0.0018763672371453694	-0.982204842733446	0.047	0.109	1	4	7	ENSG00000105738
Pozniak	malignant cell	ENSG00000166949	SMAD3	protein_coding	0.0018764268054334468	-0.22080487525882653	0.136	0.227	1	13	16	ENSG00000166949
Pozniak	malignant cell	ENSG00000246922	UBAP1L	protein_coding	0.0018764577845839221	-1.3833858989838879	0.023	0.075	1	2	5	ENSG00000246922
Pozniak	malignant cell	ENSG00000284770	TBCE	protein_coding	0.001879002065254899	0.11052894834087557	0.101	0.178	1	12	12	ENSG00000284770
Pozniak	malignant cell	ENSG00000100625	SIX4	protein_coding	0.0018803571145442548	-1.5497676478776388	0.012	0.057	1	1	3	ENSG00000100625
Pozniak	malignant cell	ENSG00000174740	PABPC5	protein_coding	0.0018829390984020297	-1.1393315053631685	0.035	0.092	1	3	6	ENSG00000174740
Pozniak	malignant cell	ENSG00000176125	UFSP1	protein_coding	0.0018961043166938083	-0.5133844160271215	0.058	0.126	1	5	8	ENSG00000176125
Pozniak	malignant cell	ENSG00000142856	ITGB3BP	protein_coding	0.001902800171375874	0.5812417382581256	0.492	0.451	1	75	42	ENSG00000142856
Pozniak	malignant cell	ENSG00000177576	C18orf32	protein_coding	0.0019062128298186144	-0.08643172487698592	0.333	0.459	1	30	37	ENSG00000177576
Pozniak	malignant cell	ENSG00000165526	RPUSD4	protein_coding	0.0019074639590985194	-0.4635096908141172	0.12	0.207	1	9	13	ENSG00000165526
Pozniak	malignant cell	ENSG00000077684	JADE1	protein_coding	0.0019143487186208264	-0.47797075040190107	0.225	0.326	1	22	29	ENSG00000077684
Pozniak	malignant cell	ENSG00000145604	SKP2	protein_coding	0.0019175184410772776	-0.39630614965237054	0.101	0.182	1	8	12	ENSG00000145604
Pozniak	malignant cell	ENSG00000168803	MAPDA	protein_coding	0.001924948432417698	-0.5462566256347325	0.167	0.257	1	18	19	ENSG00000168803
Pozniak	malignant cell	ENSG00000178460	MCMDC2	protein_coding	0.0019292029034623378	-1.1799212103888195	0.035	0.092	1	3	5	ENSG00000178460
Pozniak	malignant cell	ENSG00000170581	STAT2	protein_coding	0.0019298242734745448	0.6454043063965212	0.543	0.538	1	117	58	ENSG00000170581
Pozniak	malignant cell	ENSG00000060642	PIGV	protein_coding	0.0019299486744362695	-0.4472222962814887	0.081	0.157	1	7	9	ENSG00000060642
Pozniak	malignant cell	ENSG00000142002	DPP9	protein_coding	0.0019327744778677184	0.8879536057503303	0.353	0.298	1	40	22	ENSG00000142002
Pozniak	malignant cell	ENSG00000060749	QSER1	protein_coding	0.0019343942557591388	-0.2502919894031106	0.291	0.406	1	29	33	ENSG00000060749
Pozniak	malignant cell	ENSG00000161281	COX7A1	protein_coding	0.0019347967061067786	-4.210431701477695	0	0.036	1	0	3	ENSG00000161281
Pozniak	malignant cell	ENSG00000270419	CAHM	lncRNA	0.0019347967171244604	-2.639715107128225	0	0.036	1	0	2	ENSG00000270419
Pozniak	malignant cell	ENSG00000114988	LMAN2L	protein_coding	0.0019355108344702358	-0.6393952017441276	0.093	0.168	1	8	10	ENSG00000114988
Pozniak	malignant cell	ENSG00000137414	FAM8A1	protein_coding	0.001935922553618921	0.7547113670736212	0.345	0.28	1	40	20	ENSG00000137414
Pozniak	malignant cell	ENSG00000221914	PPP2R2A	protein_coding	0.0019387485347346022	-0.20244903505827394	0.492	0.663	1	82	79	ENSG00000221914
Pozniak	malignant cell	ENSG00000160877	NACC1	protein_coding	0.0019480301362130301	0.7935607154018169	0.295	0.234	1	29	17	ENSG00000160877
Pozniak	malignant cell	ENSG00000100526	CDKN3	protein_coding	0.0019539068714486104	-0.6347742420762188	0.085	0.162	1	24	35	ENSG00000100526
Pozniak	malignant cell	ENSG00000084453	SLCO1A2	protein_coding	0.001954167264803192	-1.464418087529915	0.023	0.075	1	2	4	ENSG00000084453
Pozniak	malignant cell	ENSG00000088986	DYNLL1	protein_coding	0.001955844615106288	0.13402992721021834	0.961	0.961	1	635	605	ENSG00000088986
Pozniak	malignant cell	ENSG00000100504	PYGL	protein_coding	0.0019627142540201265	-0.743305640436456	0.547	0.547	1	93	156	ENSG00000100504
Pozniak	malignant cell	ENSG00000146281	PM20D2	protein_coding	0.001969795585554541	-0.3974775490302256	0.105	0.187	1	9	13	ENSG00000146281
Pozniak	malignant cell	ENSG00000171295	ZNF440	protein_coding	0.0019778034465565675	-1.0656341232386835	0.05	0.113	1	4	7	ENSG00000171295
Pozniak	malignant cell	ENSG00000066044	ELAVL1	protein_coding	0.001980703346108479	-0.26316245164891455	0.516	0.646	1	65	75	ENSG00000066044
Pozniak	malignant cell	ENSG00000269556	TMEM185A	protein_coding	0.001981416673024591	-0.6242190339798697	0.101	0.179	1	8	11	ENSG00000269556
Pozniak	malignant cell	ENSG00000148803	FUOM	protein_coding	0.0019891373866115698	-0.49535265666449346	0.151	0.244	1	14	19	ENSG00000148803
Pozniak	malignant cell	ENSG00000203993	ARRDC1-AS1	lncRNA	0.001990434306150778	-0.12247758530170971	0.058	0.125	1	5	8	ENSG00000203993
Pozniak	malignant cell	ENSG00000127418	FGFRL1	protein_coding	0.0019905406547076794	1.8006205019485746	0.136	0.085	1	18	5	ENSG00000127418
Pozniak	malignant cell	ENSG00000172115	CYCS	protein_coding	0.001991989862096662	0.13954155585035388	0.818	0.861	1	305	247	ENSG00000172115
Pozniak	malignant cell	ENSG00000247809	NR2F2-AS1	lncRNA	0.001994079568085226	-0.45252781624247107	0.198	0.292	1	18	25	ENSG00000247809
Pozniak	malignant cell	ENSG00000107771	CCSER2	protein_coding	0.002000022917140535	-0.29716647769576454	0.318	0.439	1	34	40	ENSG00000107771
Pozniak	malignant cell	ENSG00000130165	ELOF1	protein_coding	0.0020025454562990867	0.7738889517339581	0.465	0.448	1	57	35	ENSG00000130165
Pozniak	malignant cell	ENSG00000161547	SRSF2	protein_coding	0.0020040859443708164	-0.2067468510897879	0.694	0.814	1	143	165	ENSG00000161547
Pozniak	malignant cell	ENSG00000076924	XAB2	protein_coding	0.002008388822045447	1.1446774482426605	0.357	0.307	1	35	21	ENSG00000076924
Pozniak	malignant cell	ENSG00000182324	KCNJ14	protein_coding	0.0020086574029266027	0.7502208304547358	0.12	0.069	1	10	4	ENSG00000182324
Pozniak	malignant cell	ENSG00000100294	MCAT	protein_coding	0.0020088936334434243	-0.14319767948899687	0.174	0.279	1	16	18	ENSG00000100294
Pozniak	malignant cell	ENSG00000146802	TMEM168	protein_coding	0.0020132159178014733	0.7877392737560835	0.345	0.286	1	38	20	ENSG00000146802
Pozniak	malignant cell	ENSG00000000971	CFH	protein_coding	0.0020158177319990205	-2.422009649390751	0.047	0.106	1	4	29	ENSG00000000971
Pozniak	malignant cell	ENSG00000226686	LINC01535	lncRNA	0.0020176886134143034	-2.403162609337139	0	0.036	1	0	2	ENSG00000226686
Pozniak	malignant cell	ENSG00000170832	USP32	protein_coding	0.0020179362159938475	-0.3736104862836904	0.217	0.319	1	19	24	ENSG00000170832
Pozniak	malignant cell	ENSG00000092201	SUPT16H	protein_coding	0.002019081857283508	-0.24971731286208165	0.597	0.748	1	133	145	ENSG00000092201
Pozniak	malignant cell	ENSG00000103507	BCKDK	protein_coding	0.002019718137979708	0.5748596841394413	0.504	0.484	1	63	41	ENSG00000103507
Pozniak	malignant cell	ENSG00000090376	IRAK3	protein_coding	0.002025405719231142	1.225912535758447	0.109	0.062	1	9	4	ENSG00000090376
Pozniak	malignant cell	ENSG00000181450	ZNF678	protein_coding	0.0020261401744857935	-0.5957867114200703	0.112	0.19	1	9	12	ENSG00000181450
Pozniak	malignant cell	ENSG00000204427	ABHD16A	protein_coding	0.00202648776234526	1.660668437566537	0.167	0.113	1	16	7	ENSG00000204427
Pozniak	malignant cell	ENSG00000188517	COL25A1	protein_coding	0.0020296944015391867	-0.6849876129369159	0.035	0.092	1	3	6	ENSG00000188517
Pozniak	malignant cell	ENSG00000162241	SLC25A45	protein_coding	0.002034903950856641	-0.9992267381390647	0.039	0.098	1	3	6	ENSG00000162241
Pozniak	malignant cell	ENSG00000152495	CAMK4	protein_coding	0.0020352644977858145	-2.499218757879037	0.004	0.043	1	0	4	ENSG00000152495
Pozniak	malignant cell	ENSG00000187905	LRRC74B	protein_coding	0.0020365951880432767	2.445989240863587	0.016	0.003	1	1	0	ENSG00000187905
Pozniak	malignant cell	ENSG00000118200	CAMSAP2	protein_coding	0.0020499341978859093	-0.296697441740602	0.43	0.57	1	60	61	ENSG00000118200
Pozniak	malignant cell	ENSG00000171729	TMEM51	protein_coding	0.0020510901162193317	0.8314870280254609	0.415	0.357	1	49	32	ENSG00000171729
Pozniak	malignant cell	ENSG00000081386	ZNF510	protein_coding	0.002051494554797977	-0.8960809248681425	0.05	0.113	1	4	7	ENSG00000081386
Pozniak	malignant cell	ENSG00000180818	HOXC10	protein_coding	0.0020527020986193635	1.1030101793417733	0.248	0.185	1	27	13	ENSG00000180818
Pozniak	malignant cell	ENSG00000134825	TMEM258	protein_coding	0.0020540267379753814	0.2046295878078832	0.903	0.918	1	328	288	ENSG00000134825
Pozniak	malignant cell	ENSG00000130312	MRPL34	protein_coding	0.002055317469401307	0.530942838271611	0.655	0.675	1	98	85	ENSG00000130312
Pozniak	malignant cell	ENSG00000105290	APLP1	protein_coding	0.002057361715501681	-0.8702344523036665	0.039	0.098	1	4	6	ENSG00000105290
Pozniak	malignant cell	ENSG00000214160	ALG3	protein_coding	0.002064011083145407	-0.21805409716907115	0.496	0.658	1	68	76	ENSG00000214160
